audio_path,target,fold
data/blues/blues.00059.au,blues,0
data/blues/blues.00060.au,blues,1
data/blues/blues.00061.au,blues,1
data/blues/blues.00062.au,blues,0
data/blues/blues.00063.au,blues,1
data/blues/blues.00064.au,blues,2
data/blues/blues.00065.au,blues,2
data/blues/blues.00066.au,blues,3
data/blues/blues.00067.au,blues,3
data/blues/blues.00068.au,blues,4
data/blues/blues.00069.au,blues,4
data/blues/blues.00070.au,blues,1
data/blues/blues.00071.au,blues,0
data/blues/blues.00072.au,blues,2
data/blues/blues.00073.au,blues,1
data/blues/blues.00074.au,blues,4
data/blues/blues.00075.au,blues,0
data/blues/blues.00076.au,blues,2
data/blues/blues.00077.au,blues,3
data/blues/blues.00078.au,blues,0
data/blues/blues.00079.au,blues,0
data/blues/blues.00080.au,blues,3
data/blues/blues.00081.au,blues,4
data/blues/blues.00082.au,blues,3
data/blues/blues.00083.au,blues,2
data/blues/blues.00084.au,blues,1
data/blues/blues.00085.au,blues,2
data/blues/blues.00086.au,blues,4
data/blues/blues.00087.au,blues,1
data/blues/blues.00088.au,blues,4
data/blues/blues.00089.au,blues,3
data/blues/blues.00090.au,blues,2
data/blues/blues.00091.au,blues,1
data/blues/blues.00092.au,blues,2
data/blues/blues.00093.au,blues,3
data/blues/blues.00094.au,blues,0
data/blues/blues.00095.au,blues,1
data/blues/blues.00096.au,blues,2
data/blues/blues.00097.au,blues,0
data/blues/blues.00098.au,blues,4
data/blues/blues.00099.au,blues,0
data/classical/classical.00000.au,classical,4
data/classical/classical.00001.au,classical,3
data/classical/classical.00002.au,classical,4
data/classical/classical.00003.au,classical,4
data/classical/classical.00004.au,classical,2
data/classical/classical.00005.au,classical,4
data/classical/classical.00006.au,classical,4
data/classical/classical.00007.au,classical,0
data/classical/classical.00008.au,classical,0
data/classical/classical.00009.au,classical,4
data/classical/classical.00010.au,classical,1
data/classical/classical.00011.au,classical,0
data/classical/classical.00012.au,classical,1
data/classical/classical.00013.au,classical,4
data/classical/classical.00014.au,classical,0
data/classical/classical.00015.au,classical,4
data/classical/classical.00016.au,classical,1
data/classical/classical.00017.au,classical,1
data/classical/classical.00018.au,classical,4
data/classical/classical.00019.au,classical,3
data/classical/classical.00020.au,classical,3
data/classical/classical.00021.au,classical,3
data/classical/classical.00022.au,classical,0
data/classical/classical.00023.au,classical,4
data/classical/classical.00024.au,classical,3
data/classical/classical.00025.au,classical,2
data/classical/classical.00026.au,classical,2
data/classical/classical.00027.au,classical,0
data/classical/classical.00028.au,classical,1
data/classical/classical.00029.au,classical,0
data/classical/classical.00030.au,classical,1
data/classical/classical.00031.au,classical,0
data/classical/classical.00032.au,classical,3
data/classical/classical.00033.au,classical,3
data/classical/classical.00034.au,classical,3
data/classical/classical.00035.au,classical,0
data/classical/classical.00036.au,classical,1
data/classical/classical.00037.au,classical,1
data/classical/classical.00038.au,classical,3
data/classical/classical.00039.au,classical,4
data/classical/classical.00040.au,classical,1
data/classical/classical.00041.au,classical,2
data/classical/classical.00042.au,classical,0
data/classical/classical.00043.au,classical,2
data/classical/classical.00044.au,classical,1
data/classical/classical.00045.au,classical,4
data/classical/classical.00046.au,classical,2
data/classical/classical.00047.au,classical,2
data/classical/classical.00048.au,classical,3
data/classical/classical.00049.au,classical,1
data/classical/classical.00050.au,classical,3
data/classical/classical.00051.au,classical,0
data/classical/classical.00052.au,classical,2
data/classical/classical.00053.au,classical,0
data/classical/classical.00054.au,classical,4
data/classical/classical.00055.au,classical,3
data/classical/classical.00056.au,classical,4
data/classical/classical.00057.au,classical,4
data/classical/classical.00058.au,classical,0
data/classical/classical.00059.au,classical,3
data/classical/classical.00060.au,classical,0
data/classical/classical.00061.au,classical,2
data/classical/classical.00062.au,classical,3
data/classical/classical.00063.au,classical,2
data/classical/classical.00064.au,classical,3
data/classical/classical.00065.au,classical,2
data/classical/classical.00066.au,classical,4
data/classical/classical.00067.au,classical,1
data/classical/classical.00068.au,classical,1
data/classical/classical.00069.au,classical,0
data/classical/classical.00070.au,classical,2
data/classical/classical.00071.au,classical,1
data/classical/classical.00072.au,classical,2
data/classical/classical.00073.au,classical,2
data/classical/classical.00074.au,classical,3
data/classical/classical.00075.au,classical,0
data/classical/classical.00076.au,classical,2
data/classical/classical.00077.au,classical,4
data/classical/classical.00078.au,classical,2
data/classical/classical.00079.au,classical,1
data/classical/classical.00080.au,classical,3
data/classical/classical.00081.au,classical,2
data/classical/classical.00082.au,classical,1
data/classical/classical.00083.au,classical,0
data/classical/classical.00084.au,classical,2
data/classical/classical.00085.au,classical,4
data/classical/classical.00086.au,classical,1
data/classical/classical.00087.au,classical,4
data/classical/classical.00088.au,classical,0
data/classical/classical.00089.au,classical,3
data/classical/classical.00090.au,classical,4
data/classical/classical.00091.au,classical,1
data/classical/classical.00092.au,classical,1
data/classical/classical.00093.au,classical,0
data/classical/classical.00094.au,classical,2
data/classical/classical.00095.au,classical,3
data/classical/classical.00096.au,classical,1
data/classical/classical.00097.au,classical,0
data/classical/classical.00098.au,classical,3
data/classical/classical.00099.au,classical,2
data/country/country.00000.au,country,2
data/country/country.00001.au,country,4
data/country/country.00002.au,country,4
data/country/country.00003.au,country,2
data/country/country.00004.au,country,0
data/country/country.00005.au,country,2
data/country/country.00006.au,country,3
data/country/country.00007.au,country,0
data/country/country.00008.au,country,4
data/country/country.00009.au,country,1
data/country/country.00010.au,country,2
data/country/country.00011.au,country,2
data/country/country.00012.au,country,0
data/country/country.00013.au,country,2
data/country/country.00014.au,country,2
data/country/country.00015.au,country,1
data/country/country.00016.au,country,2
data/country/country.00017.au,country,3
data/country/country.00018.au,country,0
data/country/country.00019.au,country,4
data/country/country.00020.au,country,1
data/country/country.00021.au,country,1
data/country/country.00022.au,country,4
data/country/country.00023.au,country,0
data/country/country.00024.au,country,2
data/country/country.00025.au,country,2
data/country/country.00026.au,country,4
data/country/country.00027.au,country,3
data/country/country.00028.au,country,0
data/country/country.00029.au,country,4
data/country/country.00030.au,country,1
data/country/country.00031.au,country,3
data/country/country.00032.au,country,0
data/country/country.00033.au,country,1
data/country/country.00034.au,country,4
data/country/country.00035.au,country,2
data/country/country.00036.au,country,0
data/country/country.00037.au,country,3
data/country/country.00038.au,country,4
data/country/country.00039.au,country,3
data/country/country.00040.au,country,0
data/country/country.00041.au,country,0
data/country/country.00042.au,country,3
data/country/country.00043.au,country,4
data/country/country.00044.au,country,2
data/country/country.00045.au,country,3
data/country/country.00046.au,country,3
data/country/country.00047.au,country,1
data/country/country.00048.au,country,1
data/country/country.00049.au,country,0
data/country/country.00050.au,country,4
data/country/country.00051.au,country,1
data/country/country.00052.au,country,3
data/country/country.00053.au,country,0
data/country/country.00054.au,country,3
data/country/country.00055.au,country,1
data/country/country.00056.au,country,1
data/country/country.00057.au,country,2
data/country/country.00058.au,country,3
data/country/country.00059.au,country,2
data/country/country.00060.au,country,0
data/country/country.00061.au,country,2
data/country/country.00062.au,country,2
data/country/country.00063.au,country,3
data/country/country.00064.au,country,0
data/country/country.00065.au,country,1
data/country/country.00066.au,country,1
data/country/country.00067.au,country,3
data/country/country.00068.au,country,1
data/country/country.00069.au,country,2
data/country/country.00070.au,country,3
data/country/country.00071.au,country,3
data/country/country.00072.au,country,4
data/country/country.00073.au,country,0
data/country/country.00074.au,country,1
data/country/country.00075.au,country,1
data/country/country.00076.au,country,1
data/country/country.00077.au,country,1
data/country/country.00078.au,country,4
data/country/country.00079.au,country,4
data/country/country.00080.au,country,1
data/country/country.00081.au,country,0
data/country/country.00082.au,country,3
data/country/country.00083.au,country,2
data/country/country.00084.au,country,4
data/country/country.00085.au,country,4
data/country/country.00086.au,country,0
data/country/country.00087.au,country,2
data/country/country.00088.au,country,1
data/country/country.00089.au,country,2
data/country/country.00090.au,country,3
data/country/country.00091.au,country,0
data/country/country.00092.au,country,4
data/country/country.00093.au,country,3
data/country/country.00094.au,country,4
data/country/country.00095.au,country,0
data/country/country.00096.au,country,3
data/country/country.00097.au,country,0
data/country/country.00098.au,country,4
data/country/country.00099.au,country,4
data/disco/disco.00000.au,disco,3
data/disco/disco.00001.au,disco,0
data/disco/disco.00002.au,disco,1
data/disco/disco.00003.au,disco,2
data/disco/disco.00004.au,disco,2
data/disco/disco.00005.au,disco,0
data/disco/disco.00006.au,disco,1
data/disco/disco.00007.au,disco,3
data/disco/disco.00008.au,disco,3
data/disco/disco.00009.au,disco,0
data/disco/disco.00010.au,disco,2
data/disco/disco.00011.au,disco,2
data/disco/disco.00012.au,disco,3
data/disco/disco.00013.au,disco,4
data/disco/disco.00014.au,disco,1
data/disco/disco.00015.au,disco,0
data/disco/disco.00016.au,disco,4
data/disco/disco.00017.au,disco,2
data/disco/disco.00018.au,disco,1
data/disco/disco.00019.au,disco,0
data/disco/disco.00020.au,disco,2
data/disco/disco.00021.au,disco,0
data/disco/disco.00022.au,disco,3
data/disco/disco.00023.au,disco,4
data/disco/disco.00024.au,disco,4
data/disco/disco.00025.au,disco,1
data/disco/disco.00026.au,disco,4
data/disco/disco.00027.au,disco,1
data/disco/disco.00028.au,disco,2
data/disco/disco.00029.au,disco,1
data/disco/disco.00030.au,disco,3
data/disco/disco.00031.au,disco,3
data/disco/disco.00032.au,disco,3
data/disco/disco.00033.au,disco,1
data/disco/disco.00034.au,disco,4
data/disco/disco.00035.au,disco,2
data/disco/disco.00036.au,disco,0
data/disco/disco.00037.au,disco,4
data/disco/disco.00038.au,disco,0
data/disco/disco.00039.au,disco,2
data/disco/disco.00040.au,disco,3
data/disco/disco.00041.au,disco,1
data/disco/disco.00042.au,disco,4
data/disco/disco.00043.au,disco,3
data/disco/disco.00044.au,disco,4
data/disco/disco.00045.au,disco,1
data/disco/disco.00046.au,disco,1
data/disco/disco.00047.au,disco,1
data/disco/disco.00048.au,disco,0
data/disco/disco.00049.au,disco,3
data/disco/disco.00050.au,disco,3
data/disco/disco.00051.au,disco,0
data/disco/disco.00052.au,disco,0
data/disco/disco.00053.au,disco,3
data/disco/disco.00054.au,disco,2
data/disco/disco.00055.au,disco,1
data/disco/disco.00056.au,disco,4
data/disco/disco.00057.au,disco,1
data/disco/disco.00058.au,disco,4
data/disco/disco.00059.au,disco,0
data/disco/disco.00060.au,disco,1
data/disco/disco.00061.au,disco,2
data/disco/disco.00062.au,disco,1
data/disco/disco.00063.au,disco,2
data/disco/disco.00064.au,disco,3
data/disco/disco.00065.au,disco,4
data/disco/disco.00066.au,disco,4
data/disco/disco.00067.au,disco,1
data/disco/disco.00068.au,disco,2
data/disco/disco.00069.au,disco,3
data/disco/disco.00070.au,disco,0
data/disco/disco.00071.au,disco,3
data/disco/disco.00072.au,disco,4
data/disco/disco.00073.au,disco,2
data/disco/disco.00074.au,disco,0
data/disco/disco.00075.au,disco,3
data/disco/disco.00076.au,disco,1
data/disco/disco.00077.au,disco,2
data/disco/disco.00078.au,disco,1
data/disco/disco.00079.au,disco,1
data/disco/disco.00080.au,disco,4
data/disco/disco.00081.au,disco,2
data/disco/disco.00082.au,disco,0
data/disco/disco.00083.au,disco,2
data/disco/disco.00084.au,disco,0
data/disco/disco.00085.au,disco,3
data/disco/disco.00086.au,disco,4
data/disco/disco.00087.au,disco,4
data/disco/disco.00088.au,disco,3
data/disco/disco.00089.au,disco,4
data/disco/disco.00090.au,disco,0
data/disco/disco.00091.au,disco,2
data/disco/disco.00092.au,disco,4
data/disco/disco.00093.au,disco,0
data/disco/disco.00094.au,disco,4
data/disco/disco.00095.au,disco,3
data/disco/disco.00096.au,disco,2
data/disco/disco.00097.au,disco,0
data/disco/disco.00098.au,disco,2
data/disco/disco.00099.au,disco,0
data/hiphop/hiphop.00000.au,hiphop,2
data/hiphop/hiphop.00001.au,hiphop,0
data/hiphop/hiphop.00002.au,hiphop,2
data/hiphop/hiphop.00003.au,hiphop,4
data/hiphop/hiphop.00004.au,hiphop,4
data/hiphop/hiphop.00005.au,hiphop,3
data/hiphop/hiphop.00006.au,hiphop,1
data/hiphop/hiphop.00007.au,hiphop,1
data/hiphop/hiphop.00008.au,hiphop,1
data/hiphop/hiphop.00009.au,hiphop,3
data/hiphop/hiphop.00010.au,hiphop,4
data/hiphop/hiphop.00011.au,hiphop,0
data/hiphop/hiphop.00012.au,hiphop,4
data/hiphop/hiphop.00013.au,hiphop,1
data/hiphop/hiphop.00014.au,hiphop,0
data/hiphop/hiphop.00015.au,hiphop,3
data/hiphop/hiphop.00016.au,hiphop,1
data/hiphop/hiphop.00017.au,hiphop,0
data/hiphop/hiphop.00018.au,hiphop,2
data/hiphop/hiphop.00019.au,hiphop,4
data/hiphop/hiphop.00020.au,hiphop,0
data/hiphop/hiphop.00021.au,hiphop,1
data/hiphop/hiphop.00022.au,hiphop,4
data/hiphop/hiphop.00023.au,hiphop,4
data/hiphop/hiphop.00024.au,hiphop,4
data/hiphop/hiphop.00025.au,hiphop,4
data/hiphop/hiphop.00026.au,hiphop,4
data/hiphop/hiphop.00027.au,hiphop,1
data/hiphop/hiphop.00028.au,hiphop,3
data/hiphop/hiphop.00029.au,hiphop,0
data/hiphop/hiphop.00030.au,hiphop,4
data/hiphop/hiphop.00031.au,hiphop,2
data/hiphop/hiphop.00032.au,hiphop,1
data/hiphop/hiphop.00033.au,hiphop,2
data/hiphop/hiphop.00034.au,hiphop,4
data/hiphop/hiphop.00035.au,hiphop,4
data/hiphop/hiphop.00036.au,hiphop,0
data/hiphop/hiphop.00037.au,hiphop,3
data/hiphop/hiphop.00038.au,hiphop,1
data/hiphop/hiphop.00039.au,hiphop,4
data/hiphop/hiphop.00040.au,hiphop,3
data/hiphop/hiphop.00041.au,hiphop,2
data/hiphop/hiphop.00042.au,hiphop,2
data/hiphop/hiphop.00043.au,hiphop,3
data/hiphop/hiphop.00044.au,hiphop,2
data/hiphop/hiphop.00045.au,hiphop,1
data/hiphop/hiphop.00046.au,hiphop,0
data/hiphop/hiphop.00047.au,hiphop,0
data/hiphop/hiphop.00048.au,hiphop,0
data/hiphop/hiphop.00049.au,hiphop,3
data/hiphop/hiphop.00050.au,hiphop,0
data/hiphop/hiphop.00051.au,hiphop,0
data/hiphop/hiphop.00052.au,hiphop,2
data/hiphop/hiphop.00053.au,hiphop,4
data/hiphop/hiphop.00054.au,hiphop,1
data/hiphop/hiphop.00055.au,hiphop,0
data/hiphop/hiphop.00056.au,hiphop,1
data/hiphop/hiphop.00057.au,hiphop,1
data/hiphop/hiphop.00058.au,hiphop,3
data/hiphop/hiphop.00059.au,hiphop,3
data/hiphop/hiphop.00060.au,hiphop,3
data/hiphop/hiphop.00061.au,hiphop,2
data/hiphop/hiphop.00062.au,hiphop,1
data/hiphop/hiphop.00063.au,hiphop,2
data/hiphop/hiphop.00064.au,hiphop,4
data/hiphop/hiphop.00065.au,hiphop,3
data/hiphop/hiphop.00066.au,hiphop,0
data/hiphop/hiphop.00067.au,hiphop,1
data/hiphop/hiphop.00068.au,hiphop,2
data/hiphop/hiphop.00069.au,hiphop,3
data/hiphop/hiphop.00070.au,hiphop,4
data/hiphop/hiphop.00071.au,hiphop,0
data/hiphop/hiphop.00072.au,hiphop,3
data/hiphop/hiphop.00073.au,hiphop,0
data/hiphop/hiphop.00074.au,hiphop,2
data/hiphop/hiphop.00075.au,hiphop,2
data/hiphop/hiphop.00076.au,hiphop,3
data/hiphop/hiphop.00077.au,hiphop,3
data/hiphop/hiphop.00078.au,hiphop,3
data/hiphop/hiphop.00079.au,hiphop,4
data/hiphop/hiphop.00080.au,hiphop,2
data/hiphop/hiphop.00081.au,hiphop,2
data/hiphop/hiphop.00082.au,hiphop,1
data/hiphop/hiphop.00083.au,hiphop,1
data/hiphop/hiphop.00084.au,hiphop,2
data/hiphop/hiphop.00085.au,hiphop,4
data/hiphop/hiphop.00086.au,hiphop,2
data/hiphop/hiphop.00087.au,hiphop,1
data/hiphop/hiphop.00088.au,hiphop,4
data/hiphop/hiphop.00089.au,hiphop,3
data/hiphop/hiphop.00090.au,hiphop,0
data/hiphop/hiphop.00091.au,hiphop,0
data/hiphop/hiphop.00092.au,hiphop,3
data/hiphop/hiphop.00093.au,hiphop,2
data/hiphop/hiphop.00094.au,hiphop,1
data/hiphop/hiphop.00095.au,hiphop,0
data/hiphop/hiphop.00096.au,hiphop,2
data/hiphop/hiphop.00097.au,hiphop,1
data/hiphop/hiphop.00098.au,hiphop,3
data/hiphop/hiphop.00099.au,hiphop,0
data/jazz/jazz.00000.au,jazz,0
data/jazz/jazz.00001.au,jazz,3
data/jazz/jazz.00002.au,jazz,3
data/jazz/jazz.00003.au,jazz,3
data/jazz/jazz.00004.au,jazz,2
data/jazz/jazz.00005.au,jazz,1
data/jazz/jazz.00006.au,jazz,0
data/jazz/jazz.00007.au,jazz,1
data/jazz/jazz.00008.au,jazz,4
data/jazz/jazz.00009.au,jazz,1
data/jazz/jazz.00010.au,jazz,1
data/jazz/jazz.00011.au,jazz,4
data/jazz/jazz.00012.au,jazz,1
data/jazz/jazz.00013.au,jazz,0
data/jazz/jazz.00014.au,jazz,2
data/jazz/jazz.00015.au,jazz,4
data/jazz/jazz.00016.au,jazz,4
data/jazz/jazz.00017.au,jazz,2
data/jazz/jazz.00018.au,jazz,2
data/jazz/jazz.00019.au,jazz,2
data/jazz/jazz.00020.au,jazz,0
data/jazz/jazz.00021.au,jazz,3
data/jazz/jazz.00022.au,jazz,1
data/jazz/jazz.00023.au,jazz,3
data/jazz/jazz.00024.au,jazz,4
data/jazz/jazz.00025.au,jazz,0
data/jazz/jazz.00026.au,jazz,2
data/jazz/jazz.00027.au,jazz,3
data/jazz/jazz.00028.au,jazz,3
data/jazz/jazz.00029.au,jazz,1
data/jazz/jazz.00030.au,jazz,4
data/jazz/jazz.00031.au,jazz,4
data/jazz/jazz.00032.au,jazz,4
data/jazz/jazz.00033.au,jazz,4
data/jazz/jazz.00034.au,jazz,2
data/jazz/jazz.00035.au,jazz,0
data/jazz/jazz.00036.au,jazz,4
data/jazz/jazz.00037.au,jazz,2
data/jazz/jazz.00038.au,jazz,2
data/jazz/jazz.00039.au,jazz,2
data/jazz/jazz.00040.au,jazz,1
data/jazz/jazz.00041.au,jazz,4
data/jazz/jazz.00042.au,jazz,2
data/jazz/jazz.00043.au,jazz,3
data/jazz/jazz.00044.au,jazz,0
data/jazz/jazz.00045.au,jazz,1
data/jazz/jazz.00046.au,jazz,0
data/jazz/jazz.00047.au,jazz,1
data/jazz/jazz.00048.au,jazz,1
data/jazz/jazz.00049.au,jazz,0
data/jazz/jazz.00050.au,jazz,0
data/jazz/jazz.00051.au,jazz,2
data/jazz/jazz.00052.au,jazz,4
data/jazz/jazz.00053.au,jazz,2
data/jazz/jazz.00054.au,jazz,2
data/jazz/jazz.00055.au,jazz,3
data/jazz/jazz.00056.au,jazz,1
data/jazz/jazz.00057.au,jazz,4
data/jazz/jazz.00058.au,jazz,0
data/jazz/jazz.00059.au,jazz,1
data/jazz/jazz.00060.au,jazz,2
data/jazz/jazz.00061.au,jazz,3
data/jazz/jazz.00062.au,jazz,4
data/jazz/jazz.00063.au,jazz,2
data/jazz/jazz.00064.au,jazz,0
data/jazz/jazz.00065.au,jazz,1
data/jazz/jazz.00066.au,jazz,3
data/jazz/jazz.00067.au,jazz,1
data/jazz/jazz.00068.au,jazz,4
data/jazz/jazz.00069.au,jazz,3
data/jazz/jazz.00070.au,jazz,0
data/jazz/jazz.00071.au,jazz,4
data/jazz/jazz.00072.au,jazz,0
data/jazz/jazz.00073.au,jazz,4
data/jazz/jazz.00074.au,jazz,1
data/jazz/jazz.00075.au,jazz,0
data/jazz/jazz.00076.au,jazz,3
data/jazz/jazz.00077.au,jazz,3
data/jazz/jazz.00078.au,jazz,3
data/jazz/jazz.00079.au,jazz,1
data/jazz/jazz.00080.au,jazz,0
data/jazz/jazz.00081.au,jazz,3
data/jazz/jazz.00082.au,jazz,0
data/jazz/jazz.00083.au,jazz,0
data/jazz/jazz.00084.au,jazz,4
data/jazz/jazz.00085.au,jazz,3
data/jazz/jazz.00086.au,jazz,1
data/jazz/jazz.00087.au,jazz,3
data/jazz/jazz.00088.au,jazz,0
data/jazz/jazz.00089.au,jazz,3
data/jazz/jazz.00090.au,jazz,2
data/jazz/jazz.00091.au,jazz,0
data/jazz/jazz.00092.au,jazz,4
data/jazz/jazz.00093.au,jazz,1
data/jazz/jazz.00094.au,jazz,2
data/jazz/jazz.00095.au,jazz,2
data/jazz/jazz.00096.au,jazz,3
data/jazz/jazz.00097.au,jazz,1
data/jazz/jazz.00098.au,jazz,4
data/jazz/jazz.00099.au,jazz,2
data/metal/metal.00000.au,metal,2
data/metal/metal.00001.au,metal,2
data/metal/metal.00002.au,metal,0
data/metal/metal.00003.au,metal,0
data/metal/metal.00004.au,metal,0
data/metal/metal.00005.au,metal,3
data/metal/metal.00006.au,metal,0
data/metal/metal.00007.au,metal,2
data/metal/metal.00008.au,metal,3
data/metal/metal.00009.au,metal,4
data/metal/metal.00010.au,metal,4
data/metal/metal.00011.au,metal,1
data/metal/metal.00012.au,metal,4
data/metal/metal.00013.au,metal,3
data/metal/metal.00014.au,metal,3
data/metal/metal.00015.au,metal,1
data/metal/metal.00016.au,metal,4
data/metal/metal.00017.au,metal,1
data/metal/metal.00018.au,metal,4
data/metal/metal.00019.au,metal,0
data/metal/metal.00020.au,metal,3
data/metal/metal.00021.au,metal,2
data/metal/metal.00022.au,metal,2
data/metal/metal.00023.au,metal,1
data/metal/metal.00024.au,metal,2
data/metal/metal.00025.au,metal,1
data/metal/metal.00026.au,metal,1
data/metal/metal.00027.au,metal,1
data/metal/metal.00028.au,metal,3
data/metal/metal.00029.au,metal,4
data/metal/metal.00030.au,metal,2
data/metal/metal.00031.au,metal,3
data/metal/metal.00032.au,metal,4
data/metal/metal.00033.au,metal,3
data/metal/metal.00034.au,metal,3
data/metal/metal.00035.au,metal,4
data/metal/metal.00036.au,metal,4
data/metal/metal.00037.au,metal,0
data/metal/metal.00038.au,metal,1
data/metal/metal.00039.au,metal,0
data/metal/metal.00040.au,metal,4
data/metal/metal.00041.au,metal,2
data/metal/metal.00042.au,metal,1
data/metal/metal.00043.au,metal,1
data/metal/metal.00044.au,metal,0
data/metal/metal.00045.au,metal,3
data/metal/metal.00046.au,metal,0
data/metal/metal.00047.au,metal,2
data/metal/metal.00048.au,metal,1
data/metal/metal.00049.au,metal,1
data/metal/metal.00050.au,metal,3
data/metal/metal.00051.au,metal,2
data/metal/metal.00052.au,metal,2
data/metal/metal.00053.au,metal,2
data/metal/metal.00054.au,metal,2
data/metal/metal.00055.au,metal,3
data/metal/metal.00056.au,metal,0
data/metal/metal.00057.au,metal,0
data/metal/metal.00058.au,metal,4
data/metal/metal.00059.au,metal,0
data/metal/metal.00060.au,metal,0
data/metal/metal.00061.au,metal,2
data/metal/metal.00062.au,metal,2
data/metal/metal.00063.au,metal,1
data/metal/metal.00064.au,metal,2
data/metal/metal.00065.au,metal,1
data/metal/metal.00066.au,metal,3
data/metal/metal.00067.au,metal,3
data/metal/metal.00068.au,metal,4
data/metal/metal.00069.au,metal,0
data/metal/metal.00070.au,metal,4
data/metal/metal.00071.au,metal,3
data/metal/metal.00072.au,metal,4
data/metal/metal.00073.au,metal,4
data/metal/metal.00074.au,metal,1
data/metal/metal.00075.au,metal,4
data/metal/metal.00076.au,metal,0
data/metal/metal.00077.au,metal,1
data/metal/metal.00078.au,metal,0
data/metal/metal.00079.au,metal,0
data/metal/metal.00080.au,metal,3
data/metal/metal.00081.au,metal,1
data/metal/metal.00082.au,metal,3
data/metal/metal.00083.au,metal,3
data/metal/metal.00084.au,metal,1
data/metal/metal.00085.au,metal,0
data/metal/metal.00086.au,metal,4
data/metal/metal.00087.au,metal,0
data/metal/metal.00088.au,metal,2
data/metal/metal.00089.au,metal,3
data/metal/metal.00090.au,metal,2
data/metal/metal.00091.au,metal,4
data/metal/metal.00092.au,metal,3
data/metal/metal.00093.au,metal,1
data/metal/metal.00094.au,metal,2
data/metal/metal.00095.au,metal,4
data/metal/metal.00096.au,metal,1
data/metal/metal.00097.au,metal,4
data/metal/metal.00098.au,metal,2
data/metal/metal.00099.au,metal,0
data/pop/pop.00000.au,pop,0
data/pop/pop.00001.au,pop,1
data/pop/pop.00002.au,pop,2
data/pop/pop.00003.au,pop,0
data/pop/pop.00004.au,pop,1
data/pop/pop.00005.au,pop,3
data/pop/pop.00006.au,pop,2
data/pop/pop.00007.au,pop,2
data/pop/pop.00008.au,pop,2
data/pop/pop.00009.au,pop,3
data/pop/pop.00010.au,pop,0
data/pop/pop.00011.au,pop,0
data/pop/pop.00012.au,pop,4
data/pop/pop.00013.au,pop,4
data/pop/pop.00014.au,pop,4
data/pop/pop.00015.au,pop,3
data/pop/pop.00016.au,pop,1
data/pop/pop.00017.au,pop,3
data/pop/pop.00018.au,pop,4
data/pop/pop.00019.au,pop,2
data/pop/pop.00020.au,pop,3
data/pop/pop.00021.au,pop,4
data/pop/pop.00022.au,pop,2
data/pop/pop.00023.au,pop,4
data/pop/pop.00024.au,pop,2
data/pop/pop.00025.au,pop,4
data/pop/pop.00026.au,pop,3
data/pop/pop.00027.au,pop,4
data/pop/pop.00028.au,pop,1
data/pop/pop.00029.au,pop,3
data/pop/pop.00030.au,pop,2
data/pop/pop.00031.au,pop,3
data/pop/pop.00032.au,pop,2
data/pop/pop.00033.au,pop,0
data/pop/pop.00034.au,pop,1
data/pop/pop.00035.au,pop,0
data/pop/pop.00036.au,pop,0
data/pop/pop.00037.au,pop,4
data/pop/pop.00038.au,pop,0
data/pop/pop.00039.au,pop,2
data/pop/pop.00040.au,pop,3
data/pop/pop.00041.au,pop,1
data/pop/pop.00042.au,pop,0
